考点ID,版本ID,学段,L1(范围),L2(模块),L3(主题),L4(原子考点),是否启用学段版本,适用学段,版本语义描述,挂载知识点(必要),挂载知识点(可选),依赖强度,策略前置,教材版本,年级,学期,单元序号,单元名称,小节序号,小节名称,主思想ID,次要思想ID,考法本体UI,核心算力要求,次要算力/变式方向,D1核心数学模型,D2思维路径,I信息隐蔽度,C考点复合度,Ch认知通道
KF-0272,课外培优,课外,典型应用题,浓度问题,蒸发水分求浓度变化,浓度问题、百分数的意义与读写(基础应用L2),ID-101 [量率对应],ID-203 [模型转化],生活情境,KP-0434|KP-0427,从结果反推,,,,,,,,,,ID-101,,生活情境,ALG_L2,,NUMBER_SYSTEM,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0273,课外培优,课外,典型应用题,浓度问题,加水求浓度变化,浓度问题、百分数的意义与读写(基础应用L2),ID-101 [量率对应],ID-203 [模型转化],生活情境,KP-0434|KP-0427,从结果反推,,,,,,,,,,ID-101,,生活情境,ALG_L2,,NUMBER_SYSTEM,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0274,课外培优,课外,典型应用题,浓度问题,加盐求浓度变化,浓度问题、百分数的意义与读写(基础应用L2),ID-101 [量率对应],ID-203 [模型转化],生活情境,KP-0434|KP-0427,从结果反推,,,,,,,,,,ID-101,,生活情境,ALG_L2,,NUMBER_SYSTEM,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0275,课外培优,课外,典型应用题,方阵问题,实心方阵(求总人数),两位数乘两位数、正方形面积的计算(L1),ID-403 [数阵规律],ID-901 [组合枚举],表格/阵列,KP-0195|KP-0200,已知结果反求条件; 串联两步计算,,,,,,,,,,ID-201,,图文结合,ALG_L1,,AREA,D1_FORWARD_SINGLE,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0276,课外培优,课外,典型应用题,方阵问题,空心方阵(求外圈人数),正方形周长的计算、两位数乘两位数(L4),ID-403 [数阵规律],ID-901 [组合枚举],表格/阵列,KP-0192|KP-0195,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-201,,图文结合,ALG_L4,,LENGTH,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0277,课外培优,课外,典型应用题,方阵问题,已知外圈人数求每边人数,正方形周长的计算、植树问题(L3),ID-403 [数阵规律],ID-901 [组合枚举],纯文本/算式,KP-0192|KP-0176,多步倒推,,,,,,,,,,ID-201,,图文结合,ALG_L3,,LENGTH,D2_REVERSE_SINGLE,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0278,课外培优,课外,典型应用题,牛吃草问题,牛吃草(经典型：草量恒速增长),行程问题基本数量关系、解形如ax±bx=c的方程(多步综合L5),ID-203 [模型转化],ID-502 [设元列式],生活情境,KP-0466|KP-0336,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-203,,生活情境,ALG_L5,,CHANGE,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0279,课外培优,课外,典型应用题,牛吃草问题,牛吃草(草量衰减型),行程问题基本数量关系、解形如ax±bx=c的方程(多步综合L5),ID-203 [模型转化],ID-502 [设元列式],生活情境,KP-0466|KP-0336,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-203,,生活情境,ALG_L5,,CHANGE,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0280,课外培优,课外,典型应用题,牛吃草问题,牛吃草(多块草地型),行程问题基本数量关系、解形如ax±bx=c的方程(多步综合L5),ID-203 [模型转化],ID-502 [设元列式],生活情境,KP-0466|KP-0336,从结果反推,,,,,,,,,,ID-203,,生活情境,ALG_L5,,CHANGE,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0281,课外培优,课外,典型应用题,数码问题,页码计数(求n页共用多少数码),100以内数的读写、亿以内数的计数单位与数位顺序(L2),ID-901 [组合枚举],,纯文本/算式,KP-0049|KP-0224,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,NUMBER_SYSTEM,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0282,课外培优,课外,典型应用题,数码问题,数码反求(已知数码个数求页数),100以内数的读写、亿以内数的计数单位与数位顺序(L4),ID-901 [组合枚举],ID-701 [步骤倒推],纯文本/算式,KP-0049|KP-0224,加入过程变化,,,,,,,,,,ID-901,,纯文本/算式,ALG_L4,,NUMBER_SYSTEM,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0283,课外培优,课外,典型应用题,分数应用题,巧设单位1(非显式给出),寻找单位1的方法、分数中的量与率辨析等(多步综合L5),ID-101 [量率对应],ID-402 [线段图模],生活情境,KP-0354|KP-0412|KP-0351,静态描述; 加入无关动态过程; 分数+比例混合,,,,,,,,,,ID-101,,生活情境,ALG_L5,,RATIO,D4_REVERSE_MULTI,I1_SHALLOW,C3_CROSS_MODULE,Ch-A
KF-0284,课外培优,课外,典型应用题,比例综合,杠杆平衡问题(反比例情境),反比例的意义、反比例解题(L4),ID-203 [模型转化],,纯文本/算式,KP-0421|KP-0425,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-101,,纯文本/算式,ALG_L4,,RATIO,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0285,课外培优,课外,典型应用题,比例综合,影子比例问题(正比例情境),正比例的意义、正比例解题(L4),ID-203 [模型转化],,纯文本/算式,KP-0419|KP-0424,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-101,,纯文本/算式,ALG_L4,,RATIO,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0286,课外培优,课外,典型应用题,牛奶兑水问题,牛奶喝完或喝两次以内,浓度问题、分数乘分数的计算(L2),ID-101 [量率对应],,纯文本/算式,KP-0434|KP-0403,从结果反推,,,,,,,,,,ID-101,,生活情境,ALG_L2,,CHANGE,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0287,课外培优,课外,数与代数,数的性质,两数积=最小公倍数×最大公因数,求最大公因数、求最小公倍数等(L4),ID-202 [算理转化],ID-602 [极值与估算],纯文本/算式,KP-0350|KP-0351|KP-0339,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-602,,纯文本/算式,ALG_L4,,NUMBER_SYSTEM,D3_FORWARD_MULTI,I0_RAW,C3_CROSS_MODULE,Ch-A
KF-0288,课外培优,课外,数与代数,数字谜,加法竖式数字谜(填数推理),两位数加两位数、三位数加三位数运算(L5),ID-901 [组合枚举],ID-701 [步骤倒推]; ID-202 [算理转化],纯文本/算式,KP-0073|KP-0148,加入过程变化,,,,,,,,,,ID-901,,纯文本/算式,ALG_L5,,LOGIC,D4_REVERSE_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0289,课外培优,课外,数与代数,数字谜,减法竖式数字谜(填数推理),两位数减两位数、三位数减三位数运算(L5),ID-901 [组合枚举],ID-701 [步骤倒推]; ID-202 [算理转化],纯文本/算式,KP-0075|KP-0152,加入过程变化,,,,,,,,,,ID-901,,纯文本/算式,ALG_L5,,LOGIC,D4_REVERSE_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0290,课外培优,课外,数与代数,数字谜,乘法竖式数字谜(填数推理),两位数乘两位数、多位数乘一位数运算(L5),ID-901 [组合枚举],ID-701 [步骤倒推]; ID-202 [算理转化],纯文本/算式,KP-0195|KP-0163,加入过程变化,,,,,,,,,,ID-901,,纯文本/算式,ALG_L5,,LOGIC,D4_REVERSE_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0291,课外培优,课外,数与代数,数字谜,除法竖式数字谜(填数推理),除数是两位数、有余数除法的竖式计算运算(L5),ID-901 [组合枚举],ID-701 [步骤倒推]; ID-202 [算理转化],纯文本/算式,KP-0252|KP-0104,加入过程变化,,,,,,,,,,ID-801,,纯文本/算式,ALG_L5,,LOGIC,D4_REVERSE_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0292,课外培优,课外,数与代数,数字谜,横式数字谜(ABC+CBA型),两位数加两位数、三位数加三位数运算(L5),ID-901 [组合枚举],ID-701 [步骤倒推]; ID-202 [算理转化],纯文本/算式,KP-0073|KP-0147,加入过程变化,,,,,,,,,,ID-901,,纯文本/算式,ALG_L5,,LOGIC,D4_REVERSE_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0293,课外培优,课外,数与代数,数字谜,幻方(三阶行列对角线和相等),合并模型、6~10的加法运算(L4),ID-403 [数阵规律],ID-701 [步骤倒推]; ID-202 [算理转化],纯文本/算式,KP-0044|KP-0019,加入过程变化,,,,,,,,,,ID-901,,纯文本/算式,ALG_L4,,PART_WHOLE,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0294,课外培优,课外,数与代数,定义新运算,理解新定义后代入计算,含小括号的混合运算、用字母表示数量关系运算(L4),ID-202 [算理转化],,纯文本/算式,KP-0100|KP-0326,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-202,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0295,课外培优,课外,数与代数,定义新运算,定义新运算的反解(已知结果求输入),用字母表示数量关系、解形如ax±b=c的方程运算(L4),ID-202 [算理转化],ID-701 [步骤倒推],纯文本/算式,KP-0326|KP-0335,加入过程变化,,,,,,,,,,ID-502,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0296,课外培优,课外,数与代数,巧算,巧填算符(24点游戏),含小括号的混合运算、乘加乘减混合计算运算(L4),ID-901 [组合枚举],ID-701 [步骤倒推],纯文本/算式,KP-0100|KP-0090,加入过程变化,,,,,,,,,,ID-202,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0297,课外培优,课外,数与代数,巧算,整数裂项求和,加法结合律、分数与除法的关系运算(L4),ID-202 [算理转化],,纯文本/算式,KP-0256|KP-0355,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-202,,纯文本/算式,ALG_L4,,EQUAL_GROUP,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0298,课外培优,课外,数与代数,巧算,分数裂项求和,异分母分数加减法、分数加减混合运算(L4),ID-202 [算理转化],,纯文本/算式,KP-0367|KP-0370,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-202,,纯文本/算式,ALG_L4,,EQUAL_GROUP,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0299,课外培优,课外,数与代数,逻辑推理,游戏对策(取火柴问题),有余数除法的竖式计算、植树问题(L5),ID-1002 [策略博弈],ID-701 [步骤倒推],纯文本/算式,KP-0104|KP-0176,加入过程变化,,,,,,,,,,ID-102,,生活情境,ALG_L5,,LOGIC,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0300,课外培优,课外,数与代数,逻辑推理,游戏对策(抢数问题),有余数除法的竖式计算(L5),ID-1002 [策略博弈],ID-701 [步骤倒推],纯文本/算式,KP-0104,加入过程变化,,,,,,,,,,ID-801,,纯文本/算式,ALG_L5,,LOGIC,D4_REVERSE_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0301,课外培优,课外,数与代数,逻辑推理,游戏对策(对称策略),有余数除法的竖式计算、轴对称图形的直观特征(L5),ID-1002 [策略博弈],,图文结合,KP-0104|KP-0130,从结果反推,,,,,,,,,,ID-801,,图文结合,ALG_L5,,TRANSFORM,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0302,课外培优,课外,图形与几何,面积进阶,等积变形(等高模型),已知三角形面积的计算、平行四边形面积的计算反求参数(逆向L4),ID-201 [形体转化],ID-501 [等量代换]; ID-202 [算理转化],图文结合,KP-0374|KP-0372,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-201,,图文结合,ALG_L4,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0303,课外培优,课外,图形与几何,面积进阶,等积变形(等底模型),已知三角形面积的计算、平行四边形面积的计算反求参数(逆向L4),ID-201 [形体转化],ID-501 [等量代换]; ID-202 [算理转化],图文结合,KP-0374|KP-0372,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-201,,图文结合,ALG_L4,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0304,课外培优,课外,图形与几何,面积进阶,鸟头模型(共角三角形面积比),已知三角形面积的计算、分数乘分数的计算反求参数(逆向L4),ID-201 [形体转化],ID-202 [算理转化],图文结合,KP-0374|KP-0403,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-201,,图文结合,ALG_L4,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0305,课外培优,课外,图形与几何,面积进阶,蝴蝶模型(对角三角形面积关系),已知三角形面积的计算、梯形面积的计算反求参数(逆向L4),ID-201 [形体转化],ID-202 [算理转化],图文结合,KP-0374|KP-0376,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-201,,图文结合,ALG_L4,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0306,课外培优,课外,图形与几何,面积进阶,燕尾模型(共顶点三角形面积比),已知三角形面积的计算、比的意义与读写反求参数(逆向L4),ID-201 [形体转化],ID-202 [算理转化],图文结合,KP-0374|KP-0413,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-201,,图文结合,ALG_L4,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0307,课外培优,课外,图形与几何,面积进阶,风筝模型(面积等分),已知三角形面积的计算、轴对称图形的直观特征反求参数(逆向L4),ID-201 [形体转化],ID-202 [算理转化],图文结合,KP-0374|KP-0130,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-201,,图文结合,ALG_L4,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0308,课外培优,课外,图形与几何,面积进阶,圆的滚动求轨迹面积,圆面积的计算、圆的周长计算等(正向计算L5),ID-201 [形体转化],ID-202 [算理转化],生活情境,KP-0443|KP-0441|KP-0439,静态描述; 加入无关动态过程,,,,,,,,,,ID-201,,图文结合,ALG_L5,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C3_CROSS_MODULE,Ch-V
KF-0309,课外培优,课外,图形与几何,面积进阶,绳子绕桩扫过的面积,圆面积的计算、扇形面积的计算等(正向计算L5),ID-201 [形体转化],ID-202 [算理转化],生活情境,KP-0443|KP-0448|KP-0439,静态描述; 加入无关动态过程,,,,,,,,,,ID-201,,图文结合,ALG_L5,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C3_CROSS_MODULE,Ch-V
KF-0310,课外培优,课外,图形与几何,几何计数,线段上数线段(重叠计数),线段的直观特征、植树问题等(L2),ID-901 [组合枚举],ID-403 [数阵规律],图文结合,KP-0121|KP-0176|KP-0399,从结果反推,,,,,,,,,,ID-102,,生活情境,ALG_L2,,LENGTH,D2_FORWARD_MULTI,I1_SHALLOW,C3_CROSS_MODULE,Ch-A
KF-0311,课外培优,课外,图形与几何,几何计数,点阵中数三角形,三角形的定义与特征、找规律(L2),ID-901 [组合枚举],ID-403 [数阵规律],图文结合,KP-0500|KP-0397,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,AREA,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0312,课外培优,课外,图形与几何,几何计数,图形中数正方形,正方形的边角特征、找规律(L2),ID-901 [组合枚举],ID-403 [数阵规律],图文结合,KP-0188|KP-0397,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,AREA,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0313,课外培优,课外,图形与几何,几何计数,图形中数长方形,长方形的边角特征、找规律(L2),ID-901 [组合枚举],ID-403 [数阵规律],图文结合,KP-0187|KP-0397,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,AREA,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0314,课外培优,课外,图形与几何,图形分割,用最少长方形拼成正方形(求LCM),已知求最小公倍数、长方形的边角特征等反求参数(逆向L4),ID-602 [极值与估算],,图文结合,KP-0351|KP-0187|KP-0188,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-602,,图文结合,ALG_L4,,AREA,D4_REVERSE_MULTI,I1_SHALLOW,C3_CROSS_MODULE,Ch-V
KF-0315,KF-0315-V1,低年级,课内,数与代数,数的比较,比较大小(图形数量),是,1,图形数量的直观比较:点数后比较,KP-0001|KP-0006,,0.90|0.95,comparison_strategy:KF-0315-V1,人教版,1,上,1,准备课,1,数一数,ID-202,ID-602,图文结合,ALG_L1,加入无关图形干扰,AREA,D1_FORWARD_SINGLE,I4_REDUNDANT,C2_INTRA_MODULE,Ch-V
KF-0315,KF-0315-V2,低年级,课内,数与代数,数的比较,比较大小(两位数),是,2,3,两位数的位值比较:首位大则大,KP-0050|KP-0051,,0.85|0.90,comparison_strategy:KF-0315-V1,人教版,2,上,1,100以内的数的认识,3,100以内数的比大小,ID-202,ID-602,纯文本/算式,ALG_L2,位数不同|首位相同看次位,RATIO,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0315,KF-0315-V3,中年级,课内,数与代数,数的比较,比较大小(小数),是,4,5,小数的大小比较:对齐小数点位值比较,KP-0268|KP-0267,,0.90|0.85,comparison_strategy:KF-0315-V1,人教版,4,下,4,小数的意义和性质,3,小数的大小比较,ID-202,ID-602,纯文本/算式,ALG_L3,小数点对齐|末尾0的干扰,RATIO,D2_REVERSE_SINGLE,I4_REDUNDANT,C2_INTRA_MODULE,Ch-A
KF-0315,KF-0315-V4,高年级,课内,数与代数,数的比较,比较大小(分数小数混合),是,5,6,分数/小数/百分数混合比较:统一类型后比较,KP-0361|KP-0379|KP-0381,,0.85|0.80|0.75,comparison_strategy:KF-0315-V1,人教版,5,下,4,分数的意义和性质,4,分数的大小比较,ID-202,ID-602,纯文本/算式,ALG_L4,需通分或化小数|百分数混合,RATIO,D3_FORWARD_MULTI,I0_RAW,C3_CROSS_MODULE,Ch-A
